dual,BQS,greedy,pd,GLP,queriesG,queriesPD,queriesBQS,queriesGLP,timeG,timePD,timeBQS,timeGLP,k,n,trial
298.88104693729366,292.5817078900001,233.35883351179854,230.1898735658891,306.1079929560948,208350,232389,251374,324620,13.331716,15.697659,16.559609000000002,29.7043,150,769,5
373.12194245319307,365.6520806099407,285.84820357479043,278.56910252022163,396.13354987511394,267800,309339,326460,422570,20.50877,24.854275,24.911849999999998,45.81717,200,769,1
373.12194245319307,365.6520806099407,285.84820357479043,278.56910252022163,396.13354987511394,267800,309339,326460,422570,20.072827,24.674245,24.381743,44.908525,200,769,2
373.12194245319307,365.6520806099407,285.84820357479043,278.56910252022163,396.13354987511394,267800,309339,326460,422570,19.616921,24.257128,23.859385000000003,45.111850000000004,200,769,3
373.12194245319307,365.6520806099407,285.84820357479043,278.56910252022163,396.13354987511394,267800,309339,326460,422570,20.430389,25.012621,24.824910000000003,46.123556,200,769,4
373.12194245319307,365.6520806099407,285.84820357479043,278.56910252022163,396.13354987511394,267800,309339,326460,422570,20.372374,24.860325,24.649545,46.147043,200,769,5
452.50277878808197,431.4169704309239,336.3589266564374,327.3548025151657,472.9130478498123,322250,386289,396470,515520,27.638771,35.454011,33.136325,64.224824,250,769,1
452.50277878808197,431.4169704309239,336.3589266564374,327.3548025151657,472.9130478498123,322250,386289,396470,515520,27.509881,34.640692,33.026601,63.661388,250,769,2
452.50277878808197,431.4169704309239,336.3589266564374,327.3548025151657,472.9130478498123,322250,386289,396470,515520,27.711139,35.854238,33.27675,64.3542,250,769,3
452.50277878808197,431.4169704309239,336.3589266564374,327.3548025151657,472.9130478498123,322250,386289,396470,515520,27.69627,35.495141,33.425741,64.533174,250,769,4
452.50277878808197,431.4169704309239,336.3589266564374,327.3548025151657,472.9130478498123,322250,386289,396470,515520,27.973642,35.784432,33.606122,63.465421000000006,250,769,5
514.0885237269,492.2625689219217,385.9664017549529,373.4168351545243,536.0424785584845,371700,463239,460940,603470,34.583576,47.91938,41.451354,83.946364,300,769,1
514.0885237269,492.2625689219217,385.9664017549529,373.4168351545243,536.0424785584845,371700,463239,460940,603470,35.554056,48.104289,42.669755,85.403041,300,769,2
514.0885237269,492.2625689219217,385.9664017549529,373.4168351545243,536.0424785584845,371700,463239,460940,603470,35.34388,47.427186,42.171389,83.281011,300,769,3
514.0885237269,492.2625689219217,385.9664017549529,373.4168351545243,536.0424785584845,371700,463239,460940,603470,35.446832,47.871467,42.522232,85.819395,300,769,4
514.0885237269,492.2625689219217,385.9664017549529,373.4168351545243,536.0424785584845,371700,463239,460940,603470,35.740577,48.105547,42.804417,85.99531999999999,300,769,5
