dual,BQS,greedy,pd,GLP,queriesG,queriesPD,queriesBQS,queriesGLP,timeG,timePD,timeBQS,timeGLP,k,n,trial
857.2619211781789,871.3389376886698,810.8318753875665,810.5038414269891,861.1443567504508,22460,24003,27712,34472,0.51261,0.619071,1.23695,1.2805849999999999,20,571,1
857.2619211781789,871.3389376886698,810.8318753875665,810.5038414269891,861.1443567504508,22460,24003,27712,34472,0.515547,0.627951,1.271001,1.322936,20,571,2
857.2619211781789,871.3389376886698,810.8318753875665,810.5038414269891,861.1443567504508,22460,24003,27712,34472,0.542991,0.644464,1.317711,1.3236189999999999,20,571,3
857.2619211781789,871.3389376886698,810.8318753875665,810.5038414269891,861.1443567504508,22460,24003,27712,34472,0.548639,0.644322,1.334662,1.310427,20,571,4
857.2619211781789,871.3389376886698,810.8318753875665,810.5038414269891,861.1443567504508,22460,24003,27712,34472,0.519944,0.64998,1.277734,1.304562,20,571,5
1350.586683193221,1339.374991238939,1236.248078804333,1235.645783888968,1325.710227238314,44120,46863,54612,67572,1.336602,1.536035,2.264466,2.9665280000000003,40,571,1
1350.586683193221,1339.374991238939,1236.248078804333,1235.645783888968,1325.710227238314,44120,46863,54612,67572,1.342684,1.592045,2.292319,3.009535,40,571,2
1350.586683193221,1339.374991238939,1236.248078804333,1235.645783888968,1325.710227238314,44120,46863,54612,67572,1.341098,1.541967,2.284746,3.022865,40,571,3
1350.586683193221,1339.374991238939,1236.248078804333,1235.645783888968,1325.710227238314,44120,46863,54612,67572,1.399147,1.567648,2.343867,3.0177300000000002,40,571,4
1350.586683193221,1339.374991238939,1236.248078804333,1235.645783888968,1325.710227238314,44120,46863,54612,67572,1.326266,1.52852,2.252042,2.939164,40,571,5
1640.159631303939,1655.1573891486698,1526.5674926853471,1525.9265428880963,1622.0649039887753,64980,69723,80748,99872,2.372871,2.586263,3.467387,5.053753,60,571,1
1640.159631303939,1655.1573891486698,1526.5674926853471,1525.9265428880963,1622.0649039887753,64980,69723,80748,99872,2.371611,2.690921,3.4618840000000004,5.091402,60,571,2
1640.159631303939,1655.1573891486698,1526.5674926853471,1525.9265428880963,1622.0649039887753,64980,69723,80748,99872,2.539998,2.772179,3.689609,5.393963,60,571,3
1640.159631303939,1655.1573891486698,1526.5674926853471,1525.9265428880963,1622.0649039887753,64980,69723,80748,99872,2.450082,2.617106,3.569252,5.139215,60,571,4
1640.159631303939,1655.1573891486698,1526.5674926853471,1525.9265428880963,1622.0649039887753,64980,69723,80748,99872,2.441329,2.724563,3.590799,5.232297,60,571,5
1861.6247638790655,1891.858803915778,1756.922150806392,1755.1782674866345,1852.9365692836725,85040,92583,106156,131372,3.58238,3.935809,4.890104,7.5552969999999995,80,571,1
1861.6247638790655,1891.858803915778,1756.922150806392,1755.1782674866345,1852.9365692836725,85040,92583,106156,131372,3.541644,3.95114,4.861242,7.563326,80,571,2
1861.6247638790655,1891.858803915778,1756.922150806392,1755.1782674866345,1852.9365692836725,85040,92583,106156,131372,3.389707,3.898324,4.686829,7.337565,80,571,3
1861.6247638790655,1891.858803915778,1756.922150806392,1755.1782674866345,1852.9365692836725,85040,92583,106156,131372,3.449062,3.971403,4.736503,7.459629,80,571,4
1861.6247638790655,1891.858803915778,1756.922150806392,1755.1782674866345,1852.9365692836725,85040,92583,106156,131372,3.461588,4.008077,4.788018,7.540101,80,571,5
2087.516351187246,2085.7012743624705,1940.9844284235444,1940.2321854138736,2048.379132817504,104300,115443,130760,162072,5.064063,5.81789,6.660623,10.792727,100,571,1
2087.516351187246,2085.7012743624705,1940.9844284235444,1940.2321854138736,2048.379132817504,104300,115443,130760,162072,5.196818,5.798849,6.7953600000000005,11.06852,100,571,2
2087.516351187246,2085.7012743624705,1940.9844284235444,1940.2321854138736,2048.379132817504,104300,115443,130760,162072,5.073156,5.960317,6.7001729999999995,10.932573,100,571,3
2087.516351187246,2085.7012743624705,1940.9844284235444,1940.2321854138736,2048.379132817504,104300,115443,130760,162072,5.252753,5.91636,6.858564,11.075415,100,571,4
2087.516351187246,2085.7012743624705,1940.9844284235444,1940.2321854138736,2048.379132817504,104300,115443,130760,162072,4.946555,5.646755,6.546486,10.796635,100,571,5
2240.903217370938,2247.3835274391167,2099.2608455576396,2098.595899750396,2215.212734963642,122760,138303,154536,191972,6.338326,7.602052,8.154437,13.759511,120,571,1
2240.903217370938,2247.3835274391167,2099.2608455576396,2098.595899750396,2215.212734963642,122760,138303,154536,191972,6.699953,7.753225,8.544625,14.370417,120,571,2
2240.903217370938,2247.3835274391167,2099.2608455576396,2098.595899750396,2215.212734963642,122760,138303,154536,191972,6.729709,7.805402,8.589326999999999,14.255700000000001,120,571,3
2240.903217370938,2247.3835274391167,2099.2608455576396,2098.595899750396,2215.212734963642,122760,138303,154536,191972,6.569454,7.696083,8.378439,14.093676,120,571,4
2240.903217370938,2247.3835274391167,2099.2608455576396,2098.595899750396,2215.212734963642,122760,138303,154536,191972,6.442563,7.50373,8.214372,13.961224999999999,120,571,5
2370.5987361461043,2383.2114803542427,2235.9559108871495,2235.5652633185964,2340.1490414490827,140420,161163,177600,221072,8.049427,9.792553,10.150541,17.977306,140,571,1
2370.5987361461043,2383.2114803542427,2235.9559108871495,2235.5652633185964,2340.1490414490827,140420,161163,177600,221072,8.471137,9.885828,10.542806,18.17165,140,571,2
2370.5987361461043,2383.2114803542427,2235.9559108871495,2235.5652633185964,2340.1490414490827,140420,161163,177600,221072,7.942232,9.801821,10.037063,17.58346,140,571,3
2370.5987361461043,2383.2114803542427,2235.9559108871495,2235.5652633185964,2340.1490414490827,140420,161163,177600,221072,8.174354,9.765564,10.340513,17.735036,140,571,4
2370.5987361461043,2383.2114803542427,2235.9559108871495,2235.5652633185964,2340.1490414490827,140420,161163,177600,221072,8.085365,9.378596,10.100885,17.315835999999997,140,571,5
2476.2564279312833,2496.750694177673,2349.5330236376585,2349.108070814298,2452.8036855191826,157280,184023,199820,249372,9.520503,11.991904,11.899158,21.758063,160,571,1
2476.2564279312833,2496.750694177673,2349.5330236376585,2349.108070814298,2452.8036855191826,157280,184023,199820,249372,10.158197,12.458628,12.499590999999999,22.216814,160,571,2
2476.2564279312833,2496.750694177673,2349.5330236376585,2349.108070814298,2452.8036855191826,157280,184023,199820,249372,9.807849,12.216178,12.216828,21.661127999999998,160,571,3
2476.2564279312833,2496.750694177673,2349.5330236376585,2349.108070814298,2452.8036855191826,157280,184023,199820,249372,10.050232,11.913364,12.436392,22.189157,160,571,4
2476.2564279312833,2496.750694177673,2349.5330236376585,2349.108070814298,2452.8036855191826,157280,184023,199820,249372,10.430096,12.893059,12.872471,23.036946,160,571,5
2583.9270881203884,2592.370822912003,2448.910104723942,2448.257136606083,2552.4668779463495,173340,206883,221256,276872,12.187894,15.411891,14.846715,26.996628,180,571,1
2583.9270881203884,2592.370822912003,2448.910104723942,2448.257136606083,2552.4668779463495,173340,206883,221256,276872,11.65306,14.992827,14.423877000000001,26.582704,180,571,2
2583.9270881203884,2592.370822912003,2448.910104723942,2448.257136606083,2552.4668779463495,173340,206883,221256,276872,11.995869,16.075171,14.708002,26.355236,180,571,3
2583.9270881203884,2592.370822912003,2448.910104723942,2448.257136606083,2552.4668779463495,173340,206883,221256,276872,11.64727,14.164673,14.190392000000001,25.550823,180,571,4
2583.9270881203884,2592.370822912003,2448.910104723942,2448.257136606083,2552.4668779463495,173340,206883,221256,276872,11.124528,13.943762,13.666407,25.613137000000002,180,571,5
2684.6476620810863,2676.0546871754486,2537.921364142483,2537.653682064899,2636.966154426778,188600,229743,241916,303572,13.508601,17.547328,16.348017,31.000276999999997,200,571,1
2684.6476620810863,2676.0546871754486,2537.921364142483,2537.653682064899,2636.966154426778,188600,229743,241916,303572,13.30219,17.421391,16.309777,31.743908,200,571,2
2684.6476620810863,2676.0546871754486,2537.921364142483,2537.653682064899,2636.966154426778,188600,229743,241916,303572,14.190955,18.095319,17.184958,32.149436,200,571,3
2684.6476620810863,2676.0546871754486,2537.921364142483,2537.653682064899,2636.966154426778,188600,229743,241916,303572,13.735531,17.535016,16.887265,31.247709999999998,200,571,4
2684.6476620810863,2676.0546871754486,2537.921364142483,2537.653682064899,2636.966154426778,188600,229743,241916,303572,13.286446,17.295777,16.474004,31.275793999999998,200,571,5
